/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/120327044317-black-female-ceo-s-story-top.jpg,15,23,144,192,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/120327044317-black-female-ceo-s-story-top.jpg,257,13,435,238,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/120327044317-black-female-ceo-s-story-top.jpg,499,9,621,158,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/121415-Celebs-Mike-Tyson-Defends-Trump.jpg,204,17,510,358,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/121415-Celebs-Mike-Tyson-Defends-Trump.jpg,718,24,1041,346,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/1215eaf70c4d4aba1cc02538ccaf6213.jpg,19,533,498,1041,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/1215eaf70c4d4aba1cc02538ccaf6213.jpg,351,399,740,862,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/150603080556-richest-chinese-men-640x360.jpg,14,22,206,270,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/150603080556-richest-chinese-men-640x360.jpg,227,22,424,270,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/150603080556-richest-chinese-men-640x360.jpg,440,11,636,246,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/161011113934-tyson-trump-large-169.jpg,107,2,235,147,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/161011113934-tyson-trump-large-169.jpg,250,54,340,186,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/16d4a3bcfc9c3ea8949c80226f255480.jpg,3,2,152,188,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/16d4a3bcfc9c3ea8949c80226f255480.jpg,129,17,259,197,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/170308101252-symone-sanders-kayleigh-mcenany-panel.jpg,229,52,561,453,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/170308101252-symone-sanders-kayleigh-mcenany-panel.jpg,764,44,1162,453,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/170308101252-symone-sanders-kayleigh-mcenany-panel.jpg,1381,61,1732,438,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/181110074308-phillip-ryan-alcindor-split-restricted-full-169.jpg,114,44,495,474,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/181110074308-phillip-ryan-alcindor-split-restricted-full-169.jpg,606,7,1000,494,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/181110074308-phillip-ryan-alcindor-split-restricted-full-169.jpg,1139,35,1541,470,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/183339_00_2x.jpg,91,150,362,485,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/183339_00_2x.jpg,310,1,493,200,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/183339_00_2x.jpg,511,38,704,266,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/183339_00_2x.jpg,369,234,666,551,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/183339_00_2x.jpg,764,74,1032,457,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/196588-637199588969241743-16x9.jpg,237,98,448,361,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/196588-637199588969241743-16x9.jpg,499,103,680,338,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/196588-637199588969241743-16x9.jpg,770,88,937,307,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/196588-637199588969241743-16x9.jpg,1037,12,1221,244,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/196588-637199588969241743-16x9.jpg,1276,120,1478,336,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/196588-637199588969241743-16x9.jpg,1481,98,1670,322,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2-83.jpg,1,27,335,799,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2-83.jpg,382,161,800,808,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2.jpg,186,18,446,285,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2.jpg,490,10,795,331,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20170116_151404-e1489040142625.jpg,225,17,603,416,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20170116_151404-e1489040142625.jpg,637,5,1050,471,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20171008_130348.jpg,624,230,1143,672,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2018-05-20-Nebula-awards_Portraits-26-683x1024-320x240_tl.jpg,24,80,82,139,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2018-05-20-Nebula-awards_Portraits-26-683x1024-320x240_tl.jpg,115,55,168,119,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2018-05-20-Nebula-awards_Portraits-26-683x1024-320x240_tl.jpg,218,55,273,120,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20190320_132233.jpg,87,627,644,1254,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20190320_132233.jpg,1533,297,1994,839,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20190320_132233.jpg,2383,250,2818,758,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/20190320_132233.jpg,3021,181,3475,754,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,1,1,102,111,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,101,1,191,107,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,196,3,291,104,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,296,2,384,101,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,391,3,482,101,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,491,3,576,95,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,583,1,674,106,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,684,2,768,99,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,4,137,98,229,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,106,136,193,237,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,198,133,289,225,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,300,135,384,226,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,392,134,481,227,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,489,133,576,231,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,588,133,674,230,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,682,134,767,233,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,2,267,98,363,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,108,267,188,367,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,199,267,288,363,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,297,264,382,359,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,394,264,476,363,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,484,264,571,356,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,582,267,672,359,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,679,265,764,357,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,2,398,97,493,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,96,397,195,495,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,197,397,289,493,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,293,395,381,503,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,388,395,482,491,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,486,397,574,487,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,583,399,671,483,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/2020-Diversity-Inclusion-Council_ITB-768x527.jpg,679,398,766,479,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/245254.jpg,178,12,323,198,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/245254.jpg,425,14,578,203,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/245254.jpg,680,29,828,203,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/24693819804706.jpg,180,2,497,263,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/24693819804706.jpg,577,95,1032,609,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/24693819804706.jpg,357,413,579,685,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/27951734-8282283-Trump_Mike_Tyson_and_Fred_Trump_are_seen_during_the_height_of_Ty-a-29_1588523576221.jpg,123,26,215,153,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/27951734-8282283-Trump_Mike_Tyson_and_Fred_Trump_are_seen_during_the_height_of_Ty-a-29_1588523576221.jpg,234,65,326,178,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/27951734-8282283-Trump_Mike_Tyson_and_Fred_Trump_are_seen_during_the_height_of_Ty-a-29_1588523576221.jpg,444,50,539,170,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/3566b7467bc35f6cd57a30af3d4f6be8.jpg,145,56,252,186,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/3566b7467bc35f6cd57a30af3d4f6be8.jpg,257,29,364,171,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/3926788779_bb58b20cbd_b.jpg,375,82,741,483,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/4-cd3f57ae79b0b55d850d517fe6a16769.jpg,55,31,393,465,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/4-cd3f57ae79b0b55d850d517fe6a16769.jpg,483,35,818,481,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/40547470_303.jpg,177,10,514,344,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/51e6e455041638f7692ca403f4cc7f55.jpg,1,29,130,220,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/51e6e455041638f7692ca403f4cc7f55.jpg,101,5,266,199,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/627fd7_62272b7ce4f442818e08647977e4595d_mv2.jpg,58,85,242,270,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/627fd7_62272b7ce4f442818e08647977e4595d_mv2.jpg,296,30,438,174,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/627fd7_62272b7ce4f442818e08647977e4595d_mv2.jpg,502,107,647,267,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/627fd7_62272b7ce4f442818e08647977e4595d_mv2.jpg,284,230,451,394,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/62DADURROBHARP7JDVYL5OTZEA.jpg,27,4,579,589,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/62DADURROBHARP7JDVYL5OTZEA.jpg,650,7,1146,640,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/644e4b43846031e70493b138ef0bfc49.jpg,165,391,459,768,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/644e4b43846031e70493b138ef0bfc49.jpg,429,424,719,813,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/644e4b43846031e70493b138ef0bfc49.jpg,668,456,961,829,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/644e4b43846031e70493b138ef0bfc49.jpg,214,14,488,345,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/644e4b43846031e70493b138ef0bfc49.jpg,474,29,775,425,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/74fb2b7f2b8894f3f0b818dee84c365f-56a4f5f811ffaad5a47ba5478cc03e0c9393f28a-s800-c85.jpg,185,76,349,292,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/74fb2b7f2b8894f3f0b818dee84c365f-56a4f5f811ffaad5a47ba5478cc03e0c9393f28a-s800-c85.jpg,448,135,612,311,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/8cf1ef90-4c87-0134-5e63-06caa228629711.jpg,18,20,214,262,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/8cf1ef90-4c87-0134-5e63-06caa228629711.jpg,222,10,419,276,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9-Tips-To-Apply-Adult-Learning-Theory-to-eLearning.jpg,74,51,142,118,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9-Tips-To-Apply-Adult-Learning-Theory-to-eLearning.jpg,139,49,201,125,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9-Tips-To-Apply-Adult-Learning-Theory-to-eLearning.jpg,195,47,262,146,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9-Tips-To-Apply-Adult-Learning-Theory-to-eLearning.jpg,252,67,319,162,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9-Tips-To-Apply-Adult-Learning-Theory-to-eLearning.jpg,328,59,428,184,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410314-3x2-xlarge.jpg,3,74,162,284,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410314-3x2-xlarge.jpg,501,90,677,330,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410314-3x2-xlarge.jpg,213,142,347,306,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,73,85,204,211,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,166,90,290,196,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,302,92,432,235,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,394,52,496,167,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,615,27,688,97,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,645,115,794,272,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/9410350-3x2-940x627.jpg,802,31,877,101,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,6,35,193,258,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,124,308,337,507,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,279,43,456,196,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,463,12,604,146,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,659,12,834,191,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,311,217,495,414,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,490,172,720,446,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0 (45).jpg,762,174,957,431,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0.jpg,225,53,401,269,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/960x0.jpg,566,24,745,242,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_30R.jpg,32,25,190,184,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_45L.jpg,77,27,224,191,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_45R.jpg,25,22,161,191,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_60L.jpg,79,18,228,195,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_60R.jpg,20,31,168,194,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_90L.jpg,88,5,237,204,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_90R.jpg,10,9,216,204,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AF0322_1100_NE.jpg,35,19,227,241,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/ANP-46165866.jpg,265,136,444,337,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AP_19365186392191.jpg,1262,268,1779,828,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/AP_19365186392191.jpg,2344,525,2801,1000,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/African-Youth-708x400.jpg,78,3,209,153,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/African-Youth-708x400.jpg,209,33,385,235,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/African-Youth-708x400.jpg,423,22,523,146,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/African-Youth-708x400.jpg,529,2,674,145,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Asia-Africa-Youth-Dialogue.jpg,746,131,910,389,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Asia-Africa-Youth-Dialogue.jpg,143,33,343,295,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Asia-Africa-Youth-Dialogue.jpg,1,104,157,384,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Asia-Africa-Youth-Dialogue.jpg,352,26,542,280,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/B111_Chinesen_Markt_Menghun.jpg,302,134,684,563,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/B111_Chinesen_Markt_Menghun.jpg,1107,185,1475,585,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BF0622_1101_FE.jpg,25,8,229,219,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,10,25,119,147,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,16,205,134,340,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,155,206,269,345,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,292,202,407,344,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,439,206,546,345,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,160,15,256,142,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,301,16,404,156,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BN-IE272_HIH043_G_20150430061536.jpg,440,17,543,158,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BSJ-Sales-Skills1.jpg,53,4,154,116,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BSJ-Sales-Skills1.jpg,162,79,206,122,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/BSJ-Sales-Skills1.jpg,225,15,287,66,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Bradley_171207_3906-1-1.jpg,90,38,207,187,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Bradley_171207_3906-1-1.jpg,255,62,363,200,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Bradley_171207_3906-1-1.jpg,400,49,528,177,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Bradley_171207_3906-1-1.jpg,579,100,689,254,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/Bradley_171207_3906-1-1.jpg,705,67,801,207,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/C0BAMWbUUAA1XhD.jpg,145,178,393,448,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/C0BAMWbUUAA1XhD.jpg,459,235,705,530,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/C0BAMWbUUAA1XhD.jpg,845,11,1099,312,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CF0001_1101_CO.jpg,66,36,206,233,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AF-242-158-N.jpg,788,162,1703,1475,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AF-246-242-N.jpg,745,154,1708,1421,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AF-251-093-N.jpg,745,178,1762,1408,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AF-253-130-N.jpg,692,99,1788,1406,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AF-255-209-N.jpg,655,38,1803,1443,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-201-076-N.jpg,731,82,1797,1554,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-202-079-N.jpg,608,152,1831,1482,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-203-086-N.jpg,658,123,1803,1425,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-204-122-N.jpg,675,97,1836,1473,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-205-153-N.jpg,740,132,1751,1486,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-206-086-N.jpg,729,106,1764,1404,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-207-108-N.jpg,749,97,1768,1447,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-AM-208-143-N.jpg,686,56,1773,1534,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-049-039-A.jpg,764,112,1723,1497,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-050-004-HO.jpg,718,119,1673,1397,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-050-012-A.jpg,658,123,1710,1454,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-050-036-F.jpg,649,106,1814,1415,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-051-029-F.jpg,723,241,1703,1447,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-051-035-N.jpg,745,234,1731,1462,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-051-037-HO.jpg,695,182,1734,1460,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-051-038-HC.jpg,731,152,1710,1445,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-051-043-A.jpg,721,167,1742,1458,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-200-080-N.jpg,768,221,1725,1545,face
/content/drive/My Drive/Colab Notebooks/REAL_IMAGES/CFD-BF-201-080-N.jpg,755,115,1773,1430,face
